Sample_Name,Original Date Received,Status,Date_Analyzed,Storage Location,Notes,ECA Protocol (from Kit_ID)
EC_072_SCN-W1,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-W2,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-W3,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-W4,1/18/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_072_SCN-W5,1/18/2023,Not Analyzed,,,not enough sediment for 5 replicates,Protocol 2 (Amber vials)
EC_073_SCN-D1,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-D2,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-D3,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-D4,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-D5,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-W1,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-W2,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-W3,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-W4,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_073_SCN-W5,2/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-D1,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-D2,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-D3,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-D4,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-D5,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-W1,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-W2,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-W3,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-W4,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_074_SCN-W5,1/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-D1,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-D2,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-D3,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-D4,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-D5,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-W1,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-W2,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-W3,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-W4,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_075_SCN-W5,3/8/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-D1,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-D2,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-D3,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-D4,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-D5,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-W1,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-W2,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-W3,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-W4,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_076_SCN-W5,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-D1,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-D2,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-D3,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-D4,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-D5,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-W1,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-W2,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-W3,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-W4,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_078_SCN-W5,3/1/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-D1,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-D2,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-D3,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-D4,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-D5,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-W1,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-W2,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-W3,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-W4,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_080_SCN-W5,3/22/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-D1,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-D2,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-D3,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-D4,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-D5,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-W1,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-W2,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-W3,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-W4,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_081_SCN-W5,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-D1,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-D2,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-D3,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-D4,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-D5,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-W1,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-W2,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-W3,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-W4,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_082_SCN-W5,4/25/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-D1,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-D2,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-D3,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-D4,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-D5,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-W1,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-W2,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-W3,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-W4,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_084_SCN-W5,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-D1,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-D2,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-D3,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-D4,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-D5,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-W1,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-W2,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-W3,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-W4,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_085_SCN-W5,3/15/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-D1,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-D2,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-D3,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-D4,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-D5,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-W1,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-W2,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-W3,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-W4,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_088_SCN-W5,4/11/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-D1,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-D2,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-D3,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-D4,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-D5,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-W1,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-W2,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-W3,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-W4,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_089_SCN-W5,5/4/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-D1,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-D2,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-D3,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-D4,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-D5,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-W1,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-W2,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-W3,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-W4,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_090_SCN-W5,5/17/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-D1,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-D2,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-D3,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-D4,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-D5,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-W1,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-W2,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-W3,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-W4,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_091_SCN-W5,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-D1,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-D2,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-D3,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-D4,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-D5,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-W1,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-W2,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-W3,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-W4,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_092_SCN-W5,5/24/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-D1,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-D2,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-D3,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-D4,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-D5,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-W1,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-W2,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-W3,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-W4,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_093_SCN-W5,5/10/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-D1,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-D2,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-D3,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-D4,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-D5,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-W1,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-W2,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-W3,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-W4,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_094_SCN-W5,5/9/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-D1,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-D2,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-D3,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-D4,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-D5,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-W1,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-W2,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-W3,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-W4,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
EC_095_SCN-W5,6/14/2023,"Dried,Ground",,2245 room temp,,Protocol 2 (Amber vials)
